0 governor  [ 87.20701, 95.74225, 0.0 ] 0 [ 87.20701, 95.74225, 0.0 ]
0 make  [ 44.316734, 75.32431, 0.0 ] 1 [ 44.316734, 75.32431, 0.0 ]
0 going  [ 246.26712, 116.85099, 0.0 ] 2 [ 246.26712, 116.85099, 0.0 ]
0 now  [ 117.3694, 122.58631, 0.0 ] 3 [ 117.3694, 122.58631, 0.0 ]
0 romney  [ 17.11607, 59.996418, 0.0 ] 4 [ 17.11607, 59.996418, 0.0 ]
0 got  [ 156.31676, 168.72554, 0.0 ] 5 [ 156.31676, 168.72554, 0.0 ]
0 know  [ 41.221478, 28.43053, 0.0 ] 6 [ 41.221478, 28.43053, 0.0 ]
0 cut  [ 185.07309, 13.856109, 0.0 ] 7 [ 185.07309, 13.856109, 0.0 ]
0 people  [ 156.08891, 67.95295, 0.0 ] 8 [ 156.08891, 67.95295, 0.0 ]
0 want  [ 238.33235, 65.577995, 0.0 ] 9 [ 238.33235, 65.577995, 0.0 ]
0 just  [ 121.98282, 152.09317, 0.0 ] 10 [ 121.98282, 152.09317, 0.0 ]
0 sure  [ 98.98369, 6.190991, 0.0 ] 11 [ 98.98369, 6.190991, 0.0 ]
0 tax  [ 45.863937, 200.34793, 0.0 ] 12 [ 45.863937, 200.34793, 0.0 ]
0 think  [ 204.65562, 207.04529, 0.0 ] 13 [ 204.65562, 207.04529, 0.0 ]
0 way  [ 106.95702, 212.27289, 0.0 ] 14 [ 106.95702, 212.27289, 0.0 ]
1 make  [ 44.62743, 75.35075, 0.0 ] 0 [ 44.62743, 75.35075, 0.0 ]
1 going  [ 247.22258, 116.589935, 0.0 ] 1 [ 247.22258, 116.589935, 0.0 ]
1 governor  [ 87.08803, 95.59629, 0.0 ] 2 [ 87.08803, 95.59629, 0.0 ]
1 sure  [ 96.90657, 29.42512, 0.0 ] 3 [ 96.90657, 29.42512, 0.0 ]
1 want  [ 198.35287, 33.056866, 0.0 ] 4 [ 198.35287, 33.056866, 0.0 ]
1 job  [ 79.625656, 142.43755, 0.0 ] 5 [ 79.625656, 142.43755, 0.0 ]
1 romney  [ 17.673586, 60.031384, 0.0 ] 6 [ 17.673586, 60.031384, 0.0 ]
1 now  [ 120.60725, 123.88729, 0.0 ] 7 [ 120.60725, 123.88729, 0.0 ]
1 just  [ 120.05775, 150.2423, 0.0 ] 8 [ 120.05775, 150.2423, 0.0 ]
1 also  [ 243.24115, 63.356403, 0.0 ] 9 [ 243.24115, 63.356403, 0.0 ]
1 got  [ 156.72466, 168.66249, 0.0 ] 10 [ 156.72466, 168.66249, 0.0 ]
1 year  [ 161.55254, 204.17987, 0.0 ] 11 [ 161.55254, 204.17987, 0.0 ]
1 get  [ 44.040638, 26.107416, 0.0 ] 12 [ 44.040638, 26.107416, 0.0 ]
1 tax  [ 48.261784, 203.89378, 0.0 ] 13 [ 48.261784, 203.89378, 0.0 ]
1 people  [ 160.56987, 70.23234, 0.0 ] 14 [ 160.56987, 70.23234, 0.0 ]
2 make  [ 45.006775, 75.35537, 0.0 ] 0 [ 45.006775, 75.35537, 0.0 ]
2 going  [ 247.97064, 116.47276, 0.0 ] 1 [ 247.97064, 116.47276, 0.0 ]
2 sure  [ 92.4586, 22.707182, 0.0 ] 2 [ 92.4586, 22.707182, 0.0 ]
2 governor  [ 87.60695, 95.542305, 0.0 ] 3 [ 87.60695, 95.542305, 0.0 ]
2 now  [ 118.65114, 122.75683, 0.0 ] 4 [ 118.65114, 122.75683, 0.0 ]
2 also  [ 242.10078, 57.37545, 0.0 ] 5 [ 242.10078, 57.37545, 0.0 ]
2 got  [ 157.14052, 168.4792, 0.0 ] 6 [ 157.14052, 168.4792, 0.0 ]
2 just  [ 121.666084, 153.8751, 0.0 ] 7 [ 121.666084, 153.8751, 0.0 ]
2 know  [ 17.059595, 38.98817, 0.0 ] 8 [ 17.059595, 38.98817, 0.0 ]
2 world  [ 284.77914, 86.43381, 0.0 ] 9 [ 284.77914, 86.43381, 0.0 ]
2 american  [ 83.44127, 125.436455, 0.0 ] 10 [ 83.44127, 125.436455, 0.0 ]
2 need  [ 4.2150435, 3.1729472, 0.0 ] 11 [ 4.2150435, 3.1729472, 0.0 ]
2 leadership  [ 122.18223, 55.777756, 0.0 ] 12 [ 122.18223, 55.777756, 0.0 ]
2 kind  [ 13.521525, 88.67569, 0.0 ] 13 [ 13.521525, 88.67569, 0.0 ]
