1 FARNSWORTH  [ 268.74927, 45.262527, 0.0 ] 7 [ 268.74927, 45.262527, 0.0 ]
1 AROUND  [ 125.48736, 82.3516, 0.0 ] 8 [ 125.48736, 82.3516, 0.0 ]
1 GET  [ 209.00851, 195.28656, 0.0 ] 9 [ 209.00851, 195.28656, 0.0 ]
1 EXPRESS  [ 113.81727, 70.8452, 0.0 ] 10 [ 113.81727, 70.8452, 0.0 ]
1 LOOK  [ 119.045364, 171.80943, 0.0 ] 11 [ 119.045364, 171.80943, 0.0 ]
1 GO  [ 267.57916, 193.31175, 0.0 ] 12 [ 267.57916, 193.31175, 0.0 ]
1 JUST  [ 124.5724, 190.35678, 0.0 ] 13 [ 124.5724, 190.35678, 0.0 ]
1 MAN  [ 178.37376, 141.89546, 0.0 ] 14 [ 178.37376, 141.89546, 0.0 ]
1 OH  [ 247.30397, 19.991852, 0.0 ] 15 [ 247.30397, 19.991852, 0.0 ]
1 ONE  [ 69.9417, 49.422287, 0.0 ] 16 [ 69.9417, 49.422287, 0.0 ]
1 SURFACE  [ 277.9617, 73.48923, 0.0 ] 17 [ 277.9617, 73.48923, 0.0 ]
1 HERMES  [ 83.11385, 38.81148, 0.0 ] 18 [ 83.11385, 38.81148, 0.0 ]
1 BACK  [ 42.868324, 174.44176, 0.0 ] 19 [ 42.868324, 174.44176, 0.0 ]
1 HEAD  [ 170.57138, 205.8609, 0.0 ] 20 [ 170.57138, 205.8609, 0.0 ]
1 NOW  [ 31.279032, 83.983055, 0.0 ] 21 [ 31.279032, 83.983055, 0.0 ]
1 SHIP  [ 50.3719, 65.720535, 0.0 ] 22 [ 50.3719, 65.720535, 0.0 ]
1 OUTSIDE  [ 168.43634, 21.822023, 0.0 ] 23 [ 168.43634, 21.822023, 0.0 ]
1 SEE  [ 92.132, 190.74828, 0.0 ] 24 [ 92.132, 190.74828, 0.0 ]
1 COMES  [ 201.75436, 29.30572, 0.0 ] 25 [ 201.75436, 29.30572, 0.0 ]
1 DOOR  [ 53.975143, 38.496136, 0.0 ] 26 [ 53.975143, 38.496136, 0.0 ]
1 WELL  [ 270.58017, 115.7334, 0.0 ] 27 [ 270.58017, 115.7334, 0.0 ]
1 LOOKS  [ 146.06146, 135.89316, 0.0 ] 28 [ 146.06146, 135.89316, 0.0 ]
1 HEY  [ 283.15988, 147.87433, 0.0 ] 29 [ 283.15988, 147.87433, 0.0 ]
1 WINCH  [ 41.17155, 107.41945, 0.0 ] 30 [ 41.17155, 107.41945, 0.0 ]
1 TAKES  [ 174.93236, 195.19215, 0.0 ] 31 [ 174.93236, 195.19215, 0.0 ]
1 GONNA  [ 99.39361, 203.51611, 0.0 ] 32 [ 99.39361, 203.51611, 0.0 ]
1 TIME  [ 234.44986, 22.28301, 0.0 ] 33 [ 234.44986, 22.28301, 0.0 ]
1 NEVER  [ 175.5518, 71.03768, 0.0 ] 34 [ 175.5518, 71.03768, 0.0 ]
1 SHIPS  [ 208.37296, 39.339996, 0.0 ] 35 [ 208.37296, 39.339996, 0.0 ]
1 ROBOT  [ 52.62622, 96.3988, 0.0 ] 36 [ 52.62622, 96.3988, 0.0 ]
1 CREW  [ 42.478725, 55.213413, 0.0 ] 37 [ 42.478725, 55.213413, 0.0 ]
1 SPACE  [ 250.92078, 146.59276, 0.0 ] 38 [ 250.92078, 146.59276, 0.0 ]
1 OPEN  [ 186.4659, 156.77507, 0.0 ] 39 [ 186.4659, 156.77507, 0.0 ]
1 RUNS  [ 280.74866, 58.679676, 0.0 ] 40 [ 280.74866, 58.679676, 0.0 ]
1 TURNS  [ 93.66989, 22.640646, 0.0 ] 41 [ 93.66989, 22.640646, 0.0 ]
1 BENDER'S  [ 211.36003, 125.61747, 0.0 ] 42 [ 211.36003, 125.61747, 0.0 ]
1 TOWARDS  [ 304.72714, 35.76963, 0.0 ] 43 [ 304.72714, 35.76963, 0.0 ]
1 FACE  [ 41.934875, 138.33397, 0.0 ] 44 [ 41.934875, 138.33397, 0.0 ]
1 YES  [ 213.9569, 51.11099, 0.0 ] 45 [ 213.9569, 51.11099, 0.0 ]
1 LITTLE  [ 53.61086, 27.673008, 0.0 ] 46 [ 53.61086, 27.673008, 0.0 ]
1 OK  [ 134.96156, 140.18307, 0.0 ] 47 [ 134.96156, 140.18307, 0.0 ]
1 UH  [ 77.943886, 207.40436, 0.0 ] 48 [ 77.943886, 207.40436, 0.0 ]
1 COCKPIT  [ 289.94614, 79.844734, 0.0 ] 49 [ 289.94614, 79.844734, 0.0 ]
1 FIRST  [ 279.52414, 121.48514, 0.0 ] 50 [ 279.52414, 121.48514, 0.0 ]
1 HUMANS  [ 159.09334, 7.8465014, 0.0 ] 51 [ 159.09334, 7.8465014, 0.0 ]
1 COME  [ 30.263323, 41.8698, 0.0 ] 52 [ 30.263323, 41.8698, 0.0 ]
1 BEHIND  [ 79.9678, 109.042854, 0.0 ] 53 [ 79.9678, 109.042854, 0.0 ]
1 REALLY  [ 82.06025, 30.470612, 0.0 ] 54 [ 82.06025, 30.470612, 0.0 ]
1 THING  [ 23.753988, 73.72124, 0.0 ] 55 [ 23.753988, 73.72124, 0.0 ]
1 STILL  [ 70.15556, 120.08569, 0.0 ] 56 [ 70.15556, 120.08569, 0.0 ]
1 EARTH  [ 160.45053, 161.53432, 0.0 ] 57 [ 160.45053, 161.53432, 0.0 ]
1 YEAH  [ 75.37103, 183.28442, 0.0 ] 58 [ 75.37103, 183.28442, 0.0 ]
1 ROOM  [ 280.8054, 29.559675, 0.0 ] 59 [ 280.8054, 29.559675, 0.0 ]
1 BIG  [ 71.03146, 18.80903, 0.0 ] 60 [ 71.03146, 18.80903, 0.0 ]
1 AWAY  [ 181.21089, 134.12541, 0.0 ] 61 [ 181.21089, 134.12541, 0.0 ]
1 PUTS  [ 290.6553, 119.66199, 0.0 ] 62 [ 290.6553, 119.66199, 0.0 ]
1 HUGE  [ 99.26036, 211.3167, 0.0 ] 63 [ 99.26036, 211.3167, 0.0 ]
1 ZOIDBERG  [ 212.97552, 156.05678, 0.0 ] 64 [ 212.97552, 156.05678, 0.0 ]
1 CAPTAIN  [ 32.473736, 176.78366, 0.0 ] 65 [ 32.473736, 176.78366, 0.0 ]
1 MOON  [ 203.50226, 2.6408052, 0.0 ] 66 [ 203.50226, 2.6408052, 0.0 ]
1 FARMER  [ 119.09512, 219.92798, 0.0 ] 67 [ 119.09512, 219.92798, 0.0 ]
1 PARK  [ 17.77167, 6.8832674, 0.0 ] 68 [ 17.77167, 6.8832674, 0.0 ]
1 LUNAR  [ 26.227062, 117.325485, 0.0 ] 69 [ 26.227062, 117.325485, 0.0 ]
1 LUNA  [ 200.83037, 214.1955, 0.0 ] 70 [ 200.83037, 214.1955, 0.0 ]
1 CRATE  [ 293.5207, 16.771477, 0.0 ] 71 [ 293.5207, 16.771477, 0.0 ]
1 SINGING  [ 47.74816, 219.18799, 0.0 ] 72 [ 47.74816, 219.18799, 0.0 ]
1 CRUSHINATOR  [ 77.518906, 4.4064226, 0.0 ] 73 [ 77.518906, 4.4064226, 0.0 ]
