0 governor  [ 88.33161, 96.44515, 0.0 ] 0 [ 88.33161, 96.44515, 0.0 ]
0 make  [ 43.45817, 75.48098, 0.0 ] 1 [ 43.45817, 75.48098, 0.0 ]
0 going  [ 239.47957, 118.50422, 0.0 ] 2 [ 239.47957, 118.50422, 0.0 ]
0 now  [ 113.58166, 123.05058, 0.0 ] 3 [ 113.58166, 123.05058, 0.0 ]
0 romney  [ 16.732464, 60.23767, 0.0 ] 4 [ 16.732464, 60.23767, 0.0 ]
0 got  [ 155.15343, 168.11244, 0.0 ] 5 [ 155.15343, 168.11244, 0.0 ]
0 know  [ 41.571026, 27.242607, 0.0 ] 6 [ 41.571026, 27.242607, 0.0 ]
0 cut  [ 188.94604, 15.139764, 0.0 ] 7 [ 188.94604, 15.139764, 0.0 ]
0 people  [ 43.399097, 1.2851366, 0.0 ] 8 [ 43.399097, 1.2851366, 0.0 ]
0 want  [ 182.17906, 48.25121, 0.0 ] 9 [ 182.17906, 48.25121, 0.0 ]
0 just  [ 123.42106, 152.99533, 0.0 ] 10 [ 123.42106, 152.99533, 0.0 ]
0 sure  [ 118.68806, 72.90739, 0.0 ] 11 [ 118.68806, 72.90739, 0.0 ]
0 tax  [ 43.106735, 199.75456, 0.0 ] 12 [ 43.106735, 199.75456, 0.0 ]
0 think  [ 234.62447, 73.788246, 0.0 ] 13 [ 234.62447, 73.788246, 0.0 ]
0 way  [ 106.36801, 211.65274, 0.0 ] 14 [ 106.36801, 211.65274, 0.0 ]
1 make  [ 43.45375, 75.62067, 0.0 ] 0 [ 43.45375, 75.62067, 0.0 ]
1 going  [ 241.84497, 117.33976, 0.0 ] 1 [ 241.84497, 117.33976, 0.0 ]
1 governor  [ 86.298225, 96.014984, 0.0 ] 2 [ 86.298225, 96.014984, 0.0 ]
1 sure  [ 116.96931, 66.49139, 0.0 ] 3 [ 116.96931, 66.49139, 0.0 ]
1 want  [ 176.11147, 24.580744, 0.0 ] 4 [ 176.11147, 24.580744, 0.0 ]
1 job  [ 77.41676, 141.26811, 0.0 ] 5 [ 77.41676, 141.26811, 0.0 ]
1 romney  [ 16.988611, 60.37722, 0.0 ] 6 [ 16.988611, 60.37722, 0.0 ]
